seller_type,seller_age_days,total_completed_tasks,seller_trust_score,task_type,is_duplicate_screenshot,completion_duration,timing_risk_score,std_dev,seller_average,z_score,population_score,timing_consistency_score,validity_score,logical_behavior_flag,repetitive_behavior_flag,device_seller_count,ip_seller_count,device_sharing_score,ip_reuse_score,automation_score,device_risk_score,final_behavior_risk_score,fraud_label
intermediate,162,282,56.4,Like,1,20.1,5,3.96,20.64,1.1,0,15,0,0,0,4,2,6.3,36.3,0,11.8,15.4,1
experienced,195,44,43.1,Like,1,9.6,5,18.69,8.83,-1.56,15,0,0,0,0,3,5,17.5,1.2,0,10.0,6.9,1
experienced,187,94,64.0,Subscribe,1,26.8,5,2.47,27.05,0.77,0,15,0,0,0,6,4,42.1,27.6,0,33.1,15.1,1
veteran,483,2120,92.3,Like,0,25.7,0,13.42,28.67,1.89,0,0,0,0,0,1,2,14.5,12.4,0,6.4,10.0,0
intermediate,41,20,46.0,Follow,0,73.4,0,5.85,68.8,3.38,0,0,0,0,0,1,3,1.3,15.7,0,1.2,0.3,0
new,6,61,27.8,Like,1,2.8,35,2.67,3.25,-1.81,15,15,15,1,1,13,9,62.1,12.2,0,40.5,45.0,1
new,5,558,28.3,Follow,0,9.2,20,1.14,8.16,-1.64,15,35,15,1,1,13,9,88.5,33.9,0,61.2,56.5,1
veteran,602,1620,97.2,Follow,0,50.4,0,16.15,53.57,2.75,0,0,0,0,0,2,5,1.5,13.8,0,10.7,4.2,0
experienced,351,183,64.5,Subscribe,0,6.4,20,6.02,7.14,-1.74,15,0,15,1,1,7,7,12.0,32.9,0,17.9,25.4,1
experienced,352,815,69.4,Like,1,3.5,20,2.36,3.84,-1.24,15,15,15,1,1,3,8,36.8,12.1,0,15.8,49.2,1
intermediate,122,33,53.3,Comment,1,107.7,0,27.21,104.11,2.15,0,0,0,0,0,1,13,1.9,48.8,0,15.2,0.0,0
veteran,433,3001,86.6,Comment,0,97.1,0,24.15,86.72,1.1,0,0,0,0,0,1,3,6.0,6.7,0,13.1,8.4,0
intermediate,106,225,36.4,Like,1,20.3,5,3.19,17.46,0.48,0,15,0,0,0,5,5,8.1,13.5,0,0.8,22.3,1
intermediate,176,251,59.4,Subscribe,1,23.9,5,15.99,22.99,-0.5,0,0,0,0,0,6,3,10.9,17.5,0,10.0,6.2,1
intermediate,148,98,47.3,Comment,1,79.7,5,26.28,72.54,0.39,0,0,0,0,0,5,6,42.3,31.9,0,29.6,4.0,1
new,9,15,55.2,Subscribe,0,26.8,5,4.61,28.01,0.52,0,15,0,0,0,2,2,4.5,15.9,0,1.6,10.2,0
experienced,310,585,57.1,Subscribe,0,7.0,20,5.07,7.15,-0.98,0,0,15,1,0,3,5,57.6,15.7,0,34.1,11.8,1
experienced,182,299,21.8,Comment,1,19.8,20,21.86,21.51,-1.84,15,0,0,0,0,4,1,34.7,16.9,0,19.3,22.3,1
intermediate,34,7,39.0,Like,0,13.2,5,19.51,13.38,-0.42,0,0,0,0,0,1,3,0.5,18.5,0,8.3,4.5,0
new,4,133,39.9,Like,1,6.9,20,1.55,8.13,-1.4,15,35,15,1,1,8,4,70.9,27.1,0,44.8,63.6,1
veteran,691,3516,88.0,Like,0,30.0,0,15.73,28.37,2.37,0,0,0,0,0,1,4,9.5,11.1,0,6.1,1.7,0
new,8,303,31.2,Comment,1,26.3,5,9.85,23.92,-1.92,15,0,0,0,0,7,5,67.8,38.3,0,39.1,14.8,1
new,20,429,16.9,Follow,1,3.1,35,2.26,2.9,-2.08,35,15,35,1,1,10,7,23.4,9.4,0,10.8,86.3,1
veteran,367,4715,95.6,Follow,0,16.3,5,26.34,17.06,-0.29,0,0,0,0,0,2,5,13.7,33.1,0,12.9,0.0,0
veteran,477,3841,87.3,Subscribe,0,32.2,5,12.65,28.91,0.5,0,0,0,0,0,2,4,1.4,23.6,0,2.8,0.0,0
veteran,430,4910,79.8,Comment,0,83.0,5,16.17,78.78,0.97,0,0,0,0,0,2,4,9.4,15.3,0,13.6,0.8,0
new,3,85,32.8,Subscribe,0,7.5,20,1.6,8.27,-1.48,15,35,15,1,1,12,6,37.0,31.4,0,25.5,65.1,1
intermediate,71,83,64.0,Subscribe,0,31.8,5,8.02,29.15,0.42,0,0,0,0,0,3,1,35.1,4.4,0,16.4,0.0,0
veteran,638,3423,97.6,Subscribe,0,35.1,0,30.63,39.47,1.3,0,0,0,0,0,1,3,2.7,4.2,0,5.8,3.4,0
intermediate,45,100,61.3,Subscribe,0,31.3,5,8.23,32.5,1.27,0,0,0,0,0,5,7,32.6,15.9,0,18.3,0.0,0
veteran,455,1480,96.9,Subscribe,0,25.9,5,29.96,27.12,0.64,0,0,0,0,0,1,3,3.4,26.7,0,10.7,2.8,0
new,9,61,41.6,Subscribe,1,24.2,5,14.4,25.41,-0.49,0,0,0,0,0,4,4,30.5,10.0,0,20.9,7.3,1
intermediate,50,46,48.9,Like,0,18.0,5,2.59,15.13,-0.14,0,15,0,0,0,3,8,25.1,15.5,0,18.1,9.7,1
experienced,352,2870,95.9,Follow,0,33.0,5,11.98,33.47,0.48,0,0,0,0,0,2,1,18.4,9.6,0,17.6,0.0,0
intermediate,52,65,39.6,Subscribe,1,26.6,5,9.59,24.82,0.11,0,0,0,0,0,3,8,10.7,20.2,0,7.8,0.0,1
new,8,89,13.2,Subscribe,0,17.6,5,10.76,15.66,-0.98,0,0,0,0,0,14,9,86.9,11.4,0,52.7,0.0,1
veteran,696,2867,88.3,Like,0,19.7,5,16.9,17.9,0.82,0,0,0,0,0,1,5,13.2,6.0,0,6.5,0.0,0
intermediate,129,258,25.8,Like,1,10.1,5,25.3,10.05,-1.43,15,0,0,0,0,2,3,30.7,8.2,0,15.6,16.4,1
intermediate,63,339,38.8,Follow,1,36.7,5,21.65,37.19,1.15,0,0,0,0,0,4,7,10.4,32.1,0,15.2,0.0,1
experienced,332,4778,86.4,Comment,0,111.9,0,25.11,112.07,2.13,0,0,0,0,0,1,5,8.2,17.8,0,4.1,0.0,0
veteran,509,4428,86.7,Subscribe,0,44.2,0,24.01,43.96,0.96,0,0,0,0,0,2,2,2.5,8.8,0,2.0,0.0,0
intermediate,146,199,68.6,Follow,1,23.8,5,11.1,23.49,-0.09,0,0,0,0,0,1,13,1.8,30.4,0,13.4,0.0,0
intermediate,131,202,51.3,Like,1,13.0,5,15.53,13.46,-0.12,0,0,0,0,0,6,4,35.0,4.1,0,7.3,5.4,1
experienced,216,265,85.5,Follow,0,37.5,5,19.67,37.11,1.06,0,0,0,0,0,1,6,6.6,38.9,0,12.9,0.0,0
new,14,33,36.6,Comment,0,27.8,5,20.38,25.28,-1.17,15,0,0,0,0,2,4,13.8,11.0,0,7.6,29.3,0
new,6,133,10.9,Subscribe,1,4.4,35,1.47,4.88,-2.1,35,35,15,1,1,14,5,91.4,3.7,0,42.1,84.7,1
intermediate,160,157,68.5,Subscribe,0,16.9,5,19.58,17.92,-0.32,0,0,0,0,0,3,4,25.8,23.3,0,20.7,2.5,1
intermediate,122,573,81.0,Subscribe,0,22.2,5,22.99,21.85,-0.55,0,0,0,0,0,1,13,7.0,40.7,0,11.2,0.0,0
new,3,268,16.5,Comment,0,11.1,20,0.76,10.9,-2.39,35,35,15,1,1,11,3,68.7,42.8,0,38.9,82.5,1
intermediate,137,490,51.5,Follow,0,25.4,5,9.92,28.4,0.29,0,0,0,0,0,1,12,3.0,36.9,0,4.7,0.0,0
intermediate,108,695,56.7,Follow,0,25.2,5,9.98,26.86,0.42,0,0,0,0,0,1,6,13.9,13.5,0,11.9,0.0,1
intermediate,41,21,67.4,Comment,1,73.3,5,12.76,65.8,0.48,0,0,0,0,0,1,2,37.1,2.2,0,22.9,3.5,0
intermediate,171,167,57.4,Subscribe,1,26.7,5,18.89,30.42,-0.23,0,0,0,0,0,4,3,30.1,5.7,0,22.4,0.0,1
new,13,127,37.0,Like,0,5.1,20,0.87,5.86,-1.03,15,35,15,1,1,17,2,69.3,28.3,0,46.5,64.6,1
veteran,486,4859,81.6,Comment,0,114.7,0,29.75,108.62,3.3,0,0,0,0,0,2,6,7.2,29.0,0,17.8,0.0,0
new,10,95,11.0,Like,1,8.1,5,0.1,8.74,-0.96,0,35,0,0,1,6,4,57.7,14.4,0,38.8,43.7,1
new,17,506,24.9,Subscribe,0,7.5,20,2.03,7.34,-1.29,15,15,15,1,1,6,3,90.4,40.4,0,59.7,45.2,1
intermediate,41,31,60.0,Subscribe,0,61.1,0,22.69,63.69,3.58,0,0,0,0,0,1,4,8.6,13.5,0,6.7,0.6,0
experienced,200,422,61.3,Subscribe,0,36.6,0,22.28,35.58,1.25,0,0,0,0,0,1,10,1.3,59.0,0,21.6,0.0,0
experienced,192,203,59.5,Comment,1,29.8,5,6.0,31.53,-0.56,0,0,0,0,0,1,4,41.2,19.7,0,23.6,0.0,1
veteran,376,4973,96.7,Subscribe,0,32.9,5,7.13,32.42,1.24,0,0,0,0,0,1,1,12.7,13.8,0,6.8,0.0,0
intermediate,173,73,54.1,Subscribe,0,17.5,5,10.69,18.15,-0.54,0,0,0,0,0,1,9,4.3,36.9,0,11.3,4.3,0
new,19,188,6.8,Subscribe,0,2.8,35,2.09,3.34,-2.47,35,15,35,1,1,11,11,74.2,47.0,0,47.5,82.8,1
experienced,193,381,63.1,Subscribe,1,32.4,5,2.64,35.5,0.91,0,15,0,0,0,2,2,2.2,27.2,0,12.3,8.2,1
new,21,62,29.7,Like,1,5.7,20,0.42,4.96,-2.16,35,35,15,1,1,17,4,84.1,37.7,0,55.0,83.2,1
veteran,553,554,96.1,Subscribe,0,25.5,5,7.62,22.5,-0.56,0,0,0,0,0,2,1,4.1,2.0,0,10.4,0.0,0
experienced,341,3746,86.8,Like,0,31.3,0,27.91,34.55,2.15,0,0,0,0,0,1,2,12.2,13.5,0,10.9,0.9,0
new,4,77,16.3,Subscribe,1,3.7,35,1.1,3.34,-2.29,35,35,35,1,1,15,3,59.6,50.7,70,51.1,105.0,1
new,15,302,25.0,Like,0,2.4,35,3.45,3.15,-1.5,15,15,15,1,1,7,9,100.0,26.3,0,46.4,42.7,1
intermediate,92,22,43.1,Follow,1,20.1,5,12.05,19.89,-0.63,0,0,0,0,0,3,4,44.4,18.8,0,24.1,7.5,1
veteran,685,1128,80.3,Subscribe,0,32.7,5,31.34,35.86,1.38,0,0,0,0,0,2,1,14.4,24.0,0,8.6,0.0,0
intermediate,115,586,73.2,Subscribe,0,21.8,5,12.07,21.76,-0.18,0,0,0,0,0,1,11,2.8,27.2,0,9.4,0.0,0
new,22,17,52.2,Like,0,7.1,20,16.85,6.98,-1.51,15,0,15,1,1,1,1,5.4,5.7,0,5.1,28.1,0
intermediate,88,92,44.3,Follow,0,37.4,5,21.31,37.96,0.8,0,0,0,0,0,2,1,37.0,4.0,0,18.4,7.1,0
veteran,609,1684,94.6,Comment,0,83.0,5,23.59,81.92,0.39,0,0,0,0,0,2,2,4.8,2.1,0,3.1,4.5,0
new,18,190,42.1,Comment,1,52.7,5,7.53,50.89,-0.4,0,0,0,0,0,5,5,21.1,9.3,0,6.4,0.0,1
intermediate,34,343,47.9,Comment,1,30.5,5,6.57,30.6,-0.56,0,0,0,0,0,4,6,1.4,24.4,0,10.3,4.3,1
intermediate,135,259,73.1,Subscribe,0,17.6,5,4.48,18.99,-0.73,0,15,0,0,0,4,10,13.7,31.0,0,17.4,14.2,1
intermediate,155,570,70.3,Comment,0,72.5,5,28.8,70.66,0.51,0,0,0,0,0,1,13,6.3,38.5,0,4.5,1.7,0
intermediate,58,72,18.9,Subscribe,1,34.5,5,13.23,33.1,1.2,0,0,0,0,0,1,3,39.5,29.3,0,30.2,3.8,1
intermediate,44,18,61.8,Follow,0,33.4,5,2.51,32.58,0.48,0,15,0,0,0,1,1,0.6,0.5,0,4.1,26.5,0
new,24,119,21.2,Subscribe,0,1.5,35,5.74,1.73,-1.32,15,0,35,1,1,9,3,42.9,9.0,0,18.7,45.6,1
new,28,36,50.8,Follow,0,86.0,0,7.35,83.77,4.0,0,0,0,0,0,1,2,14.3,13.8,0,3.0,2.7,0
veteran,440,4318,91.3,Like,0,13.5,5,18.28,15.2,-0.36,0,0,0,0,0,1,6,23.8,5.0,0,17.4,0.0,0
intermediate,44,11,57.3,Subscribe,0,61.3,0,12.96,62.65,4.0,0,0,0,0,0,2,2,0.0,1.0,0,11.4,0.0,0
veteran,368,356,76.8,Follow,0,7.6,20,2.08,7.93,-1.84,15,15,15,1,1,7,10,37.3,28.4,0,28.1,41.1,1
new,15,294,34.7,Like,1,16.5,5,12.09,17.4,0.11,0,0,0,0,0,13,4,48.8,42.7,0,38.4,6.5,1
new,12,340,23.2,Comment,0,9.4,35,0.45,8.04,-2.23,35,35,15,1,1,11,10,58.0,31.2,0,41.3,87.1,1
new,3,610,8.1,Like,1,2.8,35,3.14,2.38,-2.49,35,15,15,1,1,14,6,73.5,12.1,0,38.8,61.5,1
new,23,50,38.4,Like,0,14.9,5,21.25,15.58,-0.02,0,0,0,0,0,3,4,57.8,10.0,0,34.9,0.4,0
new,24,41,27.7,Comment,1,3.7,35,0.42,2.94,-2.56,35,35,35,1,1,11,4,100.0,11.2,0,50.2,105.0,1
new,28,32,46.7,Subscribe,0,27.0,5,15.37,23.98,-0.23,0,0,0,0,0,2,4,3.0,2.7,0,1.0,4.1,0
veteran,461,2940,88.8,Like,0,33.7,0,25.16,36.64,2.19,0,0,0,0,0,1,6,4.6,8.5,0,8.0,0.0,0
intermediate,83,120,63.3,Subscribe,1,29.9,5,17.27,29.28,0.01,0,0,0,0,0,2,8,25.2,28.3,0,19.3,0.0,1
new,12,515,26.2,Comment,0,6.1,35,5.33,7.52,-2.24,35,0,15,1,1,14,3,100.0,29.5,0,63.0,44.9,1
veteran,365,1192,86.3,Like,1,26.1,0,13.36,25.05,1.23,0,0,0,0,0,1,1,17.0,12.2,0,13.9,0.0,0
intermediate,127,253,34.7,Subscribe,1,12.4,5,4.85,12.95,-1.01,15,15,0,0,1,1,2,19.6,9.0,0,11.1,27.6,1
new,14,105,9.3,Subscribe,1,3.1,35,4.29,3.21,-1.54,15,15,35,1,1,15,1,62.3,6.7,0,26.8,69.8,1
new,8,466,23.0,Like,0,4.5,20,0.17,5.67,-1.43,15,35,15,1,1,6,2,91.8,19.0,0,53.9,57.7,1
new,1,304,11.2,Comment,1,44.7,5,17.01,45.35,-0.69,0,0,0,0,0,12,9,42.5,27.9,70,26.8,6.4,1
intermediate,175,136,40.8,Follow,1,9.6,20,20.58,10.11,-1.77,15,0,15,1,1,2,6,26.4,9.2,0,15.7,32.3,1
experienced,182,221,62.6,Like,1,6.2,20,5.42,5.88,-0.98,0,0,15,1,0,5,10,40.0,41.7,0,33.5,11.0,1
new,27,32,46.5,Like,0,33.8,0,19.93,31.86,1.8,0,0,0,0,0,1,2,4.9,10.7,0,5.2,4.4,0
experienced,182,257,64.9,Subscribe,1,17.4,5,14.3,17.52,-0.29,0,0,0,0,0,1,5,14.1,19.3,0,13.7,3.9,1
intermediate,48,79,45.9,Comment,0,64.0,5,14.62,60.88,0.25,0,0,0,0,0,1,2,0.3,18.7,0,0.0,0.8,0
new,24,32,20.1,Subscribe,0,4.1,35,5.02,4.41,-2.28,35,0,15,1,1,8,2,100.0,16.8,0,53.5,51.1,1
intermediate,71,100,43.5,Comment,0,53.4,5,11.03,54.26,-0.61,0,0,0,0,0,3,4,41.5,18.1,0,22.5,0.0,1
veteran,616,3913,90.6,Subscribe,0,17.6,5,39.3,19.94,-0.59,0,0,0,0,0,2,6,2.9,14.5,0,5.1,8.2,0
new,28,12,41.5,Comment,0,117.9,0,13.12,128.54,2.12,0,0,0,0,0,2,1,7.7,2.9,0,6.8,0.0,0
veteran,635,4137,98.0,Follow,0,26.9,5,7.22,26.98,-0.14,0,0,0,0,0,2,6,2.7,18.7,0,2.9,7.9,0
intermediate,74,437,66.7,Comment,0,70.6,5,12.11,73.81,0.77,0,0,0,0,0,1,10,0.7,40.6,0,15.1,3.3,0
veteran,371,430,62.9,Subscribe,0,19.1,5,2.01,18.46,-1.07,15,15,0,0,1,8,9,68.0,28.2,0,39.9,29.5,1
