seller_type,seller_age_days,total_completed_tasks,seller_trust_score,task_type,is_duplicate_screenshot,completion_duration,timing_risk_score,std_dev,seller_average,z_score,population_score,timing_consistency_score,validity_score,logical_behavior_flag,repetitive_behavior_flag,device_seller_count,ip_seller_count,device_sharing_score,ip_reuse_score,automation_score,device_risk_score,final_behavior_risk_score,fraud_label
intermediate,74,42,56.4,Subscribe,0,11.7,20,10.44,12.18,-1.56,15,0,0,0,0,3,2,21.6,8.2,0,7.2,14.9,1
new,5,490,10.9,Comment,0,8.7,35,2.41,7.78,-1.91,15,15,15,1,1,14,7,69.3,43.9,0,42.9,46.7,1
new,14,374,20.2,Like,1,3.1,20,1.77,3.32,-1.83,15,35,15,1,1,10,8,79.4,47.2,0,53.3,64.1,1
veteran,520,2787,89.9,Follow,0,31.0,5,19.96,34.72,0.71,0,0,0,0,0,1,1,0.0,3.6,0,6.4,0.0,0
intermediate,82,108,72.6,Comment,0,43.7,5,18.12,44.07,-0.28,0,0,0,0,0,1,4,0.0,1.0,0,2.3,0.1,0
new,6,448,5.1,Follow,1,5.5,20,1.84,5.1,-2.2,35,35,15,1,1,14,8,78.6,53.1,0,57.4,90.3,1
new,16,632,11.8,Comment,0,5.6,35,2.64,5.61,-2.3,35,15,15,1,1,8,5,81.3,36.5,0,48.7,65.6,1
intermediate,90,88,41.8,Subscribe,1,15.4,5,11.71,13.53,-1.2,15,0,0,0,0,3,4,12.3,26.3,0,12.7,15.2,1
new,9,169,16.4,Like,1,1.0,35,0.9,1.12,-2.11,35,35,35,1,1,7,4,95.1,21.3,0,53.3,105.0,1
intermediate,60,375,77.5,Follow,0,35.1,5,13.39,37.95,0.99,0,0,0,0,0,1,4,0.0,10.4,0,0.5,0.0,0
experienced,347,808,69.3,Like,0,6.5,20,6.83,6.17,-1.79,15,0,15,1,1,3,5,54.3,26.0,0,32.3,31.2,1
intermediate,152,242,68.8,Follow,0,31.7,5,18.28,34.9,0.97,0,0,0,0,0,1,3,0.0,5.6,0,0.9,0.0,0
experienced,236,1062,64.3,Like,0,8.7,5,6.63,9.42,-1.04,15,0,0,0,0,6,5,52.2,38.4,0,39.5,14.3,1
new,17,31,11.4,Comment,1,20.9,5,2.51,18.97,-1.91,15,15,0,0,1,12,1,88.5,11.9,0,45.9,27.5,1
new,11,266,22.7,Like,1,4.3,20,0.33,4.64,-1.58,15,35,15,1,1,11,10,84.7,36.0,0,53.9,66.6,1
veteran,464,4899,84.0,Follow,0,28.9,5,18.87,25.87,0.2,0,0,0,0,0,1,2,0.0,1.8,0,0.0,0.0,0
veteran,712,4299,91.4,Like,0,11.8,5,16.28,11.89,-0.79,0,0,0,0,0,1,2,0.0,6.1,0,0.4,6.0,0
veteran,369,811,62.2,Follow,1,21.6,5,5.27,19.83,-0.38,0,0,0,0,0,8,8,52.4,31.0,0,29.8,1.1,1
intermediate,127,260,63.0,Follow,0,28.3,5,10.89,32.53,0.53,0,0,0,0,0,1,4,0.0,0.3,0,3.8,0.0,0
intermediate,66,26,40.5,Comment,0,34.3,5,7.84,30.78,-1.3,15,0,0,0,0,1,3,21.6,27.5,0,21.8,8.5,1
veteran,406,3550,94.5,Comment,0,53.6,5,27.25,47.34,-0.53,0,0,0,0,0,1,2,3.1,7.3,0,5.7,2.9,0
veteran,398,150,80.1,Comment,0,57.7,5,9.71,51.27,-0.11,0,0,0,0,0,1,7,0.0,21.1,0,10.6,0.0,0
veteran,506,4514,92.7,Follow,0,25.8,5,25.31,29.09,0.13,0,0,0,0,0,1,1,0.7,5.1,0,2.5,0.0,0
intermediate,174,305,71.9,Like,0,18.9,5,20.61,21.19,0.69,0,0,0,0,0,1,4,0.0,11.0,0,2.8,0.0,0
new,6,592,30.7,Follow,0,6.8,20,0.1,6.47,-1.67,15,35,15,1,1,7,3,86.0,39.5,70,52.9,64.5,1
new,12,27,42.1,Like,0,12.3,5,5.07,12.18,-0.54,0,0,0,0,0,1,1,0.0,4.7,0,3.7,0.0,0
experienced,343,524,69.5,Comment,1,22.0,5,2.54,23.02,-1.48,15,15,0,0,1,5,6,35.7,37.5,0,23.4,28.2,1
intermediate,67,135,42.7,Subscribe,0,16.7,5,6.78,17.72,-0.46,0,0,0,0,0,4,6,23.3,26.7,0,23.1,4.0,1
veteran,395,1186,72.4,Follow,0,10.5,20,0.1,11.83,-1.4,15,35,15,1,1,5,4,51.3,15.4,0,27.1,64.3,1
intermediate,149,195,56.6,Follow,0,28.2,5,20.76,32.35,0.34,0,0,0,0,0,1,2,0.0,5.5,0,0.1,0.0,0
intermediate,79,72,49.2,Follow,1,13.2,5,17.95,12.59,-1.18,15,0,0,0,0,4,2,9.2,1.7,0,9.5,15.2,1
intermediate,30,289,39.5,Like,0,3.6,20,0.1,3.4,-2.03,35,35,15,1,1,10,2,78.6,11.1,0,41.2,77.6,1
new,20,607,10.2,Like,0,4.0,20,0.42,4.54,-1.97,15,35,15,1,1,11,8,67.6,42.1,0,42.8,68.6,1
new,5,1,54.3,Like,0,17.8,5,7.99,17.33,0.6,0,0,0,0,0,1,1,0.0,0.2,0,0.0,1.6,0
intermediate,53,141,47.7,Subscribe,0,19.1,5,7.55,19.49,-0.39,0,0,0,0,0,3,4,25.4,13.7,0,18.4,0.0,0
veteran,405,3567,97.8,Subscribe,0,27.6,5,20.88,25.59,0.24,0,0,0,0,0,1,2,1.1,5.5,0,0.0,0.0,0
new,4,338,20.8,Like,1,3.0,35,0.9,2.76,-1.92,15,35,15,1,1,12,10,74.8,36.6,70,53.6,64.9,1
veteran,653,1619,83.2,Comment,0,49.7,5,29.93,55.35,-0.06,0,0,0,0,0,1,3,1.3,3.5,0,0.9,1.7,0
intermediate,146,364,72.5,Follow,0,16.7,5,8.24,19.05,-0.6,0,0,0,0,0,1,3,1.5,12.8,0,8.3,5.0,0
experienced,278,311,68.8,Subscribe,0,10.0,20,4.27,8.55,-1.59,15,15,15,1,1,6,10,29.0,19.9,0,17.8,41.6,1
new,13,269,19.3,Like,0,2.8,35,2.59,2.7,-1.97,15,15,15,1,1,10,4,79.6,18.6,0,47.3,47.1,1
veteran,718,2447,94.1,Comment,0,54.0,5,27.14,53.21,-0.08,0,0,0,0,0,1,3,1.1,7.8,0,3.1,0.9,0
intermediate,89,355,68.4,Comment,0,78.2,5,21.96,76.11,1.13,0,0,0,0,0,1,1,0.0,2.6,0,4.6,1.6,0
experienced,204,500,77.8,Subscribe,0,13.7,5,7.09,13.76,-1.18,15,0,0,0,0,7,8,27.1,21.5,0,21.5,15.4,1
new,11,51,36.1,Follow,0,7.6,20,2.51,7.86,-1.89,15,15,15,1,1,9,2,92.1,6.3,0,46.1,49.6,1
new,8,5,48.0,Follow,0,25.4,5,11.27,22.35,-0.37,0,0,0,0,0,1,1,0.0,0.0,0,0.2,0.0,0
veteran,366,4703,82.1,Comment,0,45.1,5,12.02,44.95,-0.57,0,0,0,0,0,1,3,3.1,2.3,0,3.6,0.0,0
new,26,9,51.8,Like,0,23.0,5,18.31,22.83,1.02,0,0,0,0,0,1,2,0.7,1.0,0,5.3,1.1,0
intermediate,169,315,24.5,Follow,1,10.6,20,15.74,11.45,-1.27,15,0,15,1,1,4,4,18.0,20.7,0,18.4,21.6,1
veteran,436,3080,95.3,Follow,0,32.3,5,26.61,32.14,0.86,0,0,0,0,0,1,3,0.0,3.2,0,0.0,0.0,0
new,6,30,41.9,Follow,0,31.9,5,7.22,35.24,0.86,0,0,0,0,0,1,2,0.5,5.5,0,0.8,0.0,0
intermediate,86,63,79.9,Subscribe,0,17.4,5,9.9,15.46,-0.99,0,0,0,0,0,1,2,0.0,8.4,0,4.3,0.0,0
new,29,30,39.0,Comment,1,8.4,35,2.44,7.39,-1.99,15,15,15,1,1,12,3,83.0,18.8,0,45.1,38.8,1
intermediate,152,314,61.9,Like,0,12.8,5,15.38,13.94,-0.93,0,0,0,0,0,1,1,0.0,10.3,0,0.3,0.0,0
new,20,194,23.2,Follow,0,14.3,5,1.73,13.59,-1.18,15,35,0,0,1,12,4,84.0,19.3,0,48.4,57.2,1
intermediate,103,499,65.8,Follow,0,38.2,5,11.23,40.49,1.39,0,0,0,0,0,1,8,1.4,39.0,0,10.5,0.0,0
new,15,151,34.8,Follow,1,2.6,35,1.24,2.99,-2.43,35,35,35,1,1,7,7,81.5,41.8,0,52.1,104.9,1
intermediate,32,204,50.8,Subscribe,1,14.4,5,4.83,14.29,-1.11,15,15,0,0,1,5,3,0.0,0.9,0,4.1,32.3,1
new,25,17,56.6,Follow,0,31.5,5,3.86,30.2,0.42,0,15,0,0,0,1,2,5.4,3.6,0,5.2,14.5,0
new,2,723,34.1,Follow,0,5.9,20,0.67,6.31,-2.18,35,35,15,1,1,8,12,69.9,27.8,0,42.4,85.7,1
new,3,136,36.7,Like,0,5.1,20,1.85,5.84,-1.45,15,35,15,1,1,16,1,87.3,5.3,70,45.0,67.1,1
intermediate,107,99,55.9,Like,0,10.4,5,18.58,10.68,-0.72,0,0,0,0,0,1,2,3.7,0.0,0,0.0,0.0,0
new,16,549,22.1,Like,1,1.3,35,0.92,1.25,-2.22,35,35,35,1,1,13,12,88.5,40.9,0,54.5,100.1,1
intermediate,161,178,70.1,Comment,0,57.8,5,22.67,63.16,-0.02,0,0,0,0,0,1,4,1.0,2.6,0,0.0,2.9,0
new,20,5,47.8,Subscribe,0,41.3,0,12.09,45.73,1.88,0,0,0,0,0,1,1,0.0,0.0,0,0.4,4.1,0
intermediate,43,124,62.4,Follow,0,22.8,5,12.04,20.52,-0.87,0,0,0,0,0,1,2,9.2,14.6,0,13.5,0.0,0
new,11,10,50.9,Like,0,13.5,5,18.0,15.21,-0.21,0,0,0,0,0,1,1,0.0,1.0,0,1.1,0.0,0
veteran,531,2289,90.3,Like,0,16.1,5,22.73,17.94,0.07,0,0,0,0,0,1,1,0.0,1.9,0,0.0,0.0,0
veteran,614,856,84.6,Like,0,19.0,5,13.85,18.59,0.5,0,0,0,0,0,1,3,2.5,8.1,0,1.7,3.4,0
intermediate,146,198,65.0,Follow,1,17.9,5,3.56,18.62,-0.57,0,15,0,0,0,4,2,2.7,4.0,0,4.9,10.1,1
new,5,144,8.0,Subscribe,1,4.4,35,1.75,4.44,-2.04,35,35,15,1,1,5,10,100.0,48.8,70,61.1,93.0,1
veteran,607,1746,87.2,Subscribe,0,20.5,5,11.92,20.77,-0.17,0,0,0,0,0,1,1,5.7,0.7,0,3.5,6.2,0
intermediate,155,455,56.5,Follow,1,30.4,5,7.26,26.46,0.02,0,0,0,0,0,5,2,15.9,19.5,0,10.2,0.0,1
veteran,381,1939,84.6,Follow,0,32.7,5,23.29,33.76,1.13,0,0,0,0,0,1,2,0.0,1.3,0,0.8,0.0,0
veteran,515,2615,88.9,Like,0,13.2,5,22.42,12.58,-0.34,0,0,0,0,0,1,2,0.0,2.5,0,3.5,3.4,0
veteran,519,4247,93.2,Comment,0,64.5,5,14.1,70.9,0.97,0,0,0,0,0,1,2,2.9,1.3,0,3.7,0.0,0
experienced,278,1043,74.5,Follow,0,17.8,5,5.09,18.9,-0.81,0,0,0,0,0,4,8,43.6,18.7,0,27.1,5.9,1
experienced,277,1106,76.9,Follow,0,11.9,20,7.01,13.52,-1.29,15,0,15,1,1,6,4,40.7,25.7,0,25.3,27.9,1
new,21,166,35.5,Follow,0,6.7,20,1.71,6.12,-2.12,35,35,15,1,1,17,2,93.8,17.1,70,49.7,88.3,1
new,18,404,10.6,Like,0,2.8,35,0.26,2.97,-1.96,15,35,15,1,1,13,12,77.3,43.5,70,52.4,67.4,1
intermediate,31,118,59.3,Follow,1,12.5,5,2.09,12.87,-1.64,15,15,0,0,1,1,2,5.2,24.3,0,11.9,22.9,1
new,7,2,41.1,Follow,0,50.2,0,5.51,56.9,2.69,0,0,0,0,0,1,2,0.9,4.1,0,0.0,0.0,0
intermediate,140,224,65.8,Like,0,15.2,5,13.35,16.47,0.04,0,0,0,0,0,1,4,1.6,2.2,0,4.0,0.0,0
new,9,136,20.6,Follow,1,9.4,20,1.75,8.7,-1.44,15,35,15,1,1,10,2,91.7,16.1,0,47.9,67.8,1
intermediate,159,398,56.8,Like,0,15.0,5,23.34,14.56,-0.13,0,0,0,0,0,1,3,0.8,9.1,0,2.5,0.0,0
intermediate,162,276,55.1,Like,0,21.4,5,8.9,22.13,1.07,0,0,0,0,0,1,2,3.1,2.3,0,0.0,0.0,0
veteran,418,3433,91.5,Like,0,16.3,5,28.34,17.62,0.17,0,0,0,0,0,1,1,0.0,0.0,0,0.0,0.0,0
new,27,194,37.2,Like,1,5.6,20,1.1,5.33,-1.66,15,35,15,1,1,11,3,84.8,19.9,0,48.8,62.2,1
experienced,341,296,70.1,Follow,0,25.0,5,13.96,25.1,-0.29,0,0,0,0,0,1,7,3.6,39.7,0,14.6,3.5,0
new,20,708,6.7,Like,1,2.9,35,1.59,3.14,-1.69,15,35,15,1,1,9,3,81.9,51.4,70,54.0,69.5,1
new,29,8,50.3,Like,0,15.7,5,20.33,14.69,-0.28,0,0,0,0,0,1,2,3.9,6.3,0,5.0,0.0,0
intermediate,40,295,33.6,Follow,1,11.7,20,5.89,12.37,-1.45,15,0,15,1,1,3,5,32.7,5.6,0,13.7,28.7,1
new,6,118,34.3,Like,0,3.4,20,0.96,3.27,-1.59,15,35,15,1,1,10,3,85.8,16.9,0,43.3,65.5,1
experienced,180,275,47.7,Like,1,10.0,5,18.29,11.12,-0.93,0,0,0,0,0,4,4,12.3,7.1,0,4.1,0.0,1
intermediate,73,561,77.0,Follow,0,37.0,5,22.13,36.28,0.76,0,0,0,0,0,1,7,4.2,43.4,0,14.1,0.0,0
intermediate,74,128,50.2,Follow,0,14.6,5,3.03,13.8,-1.11,15,15,0,0,1,4,6,20.4,13.0,0,15.8,36.6,1
intermediate,103,326,70.8,Like,0,24.0,5,23.56,26.1,1.67,0,0,0,0,0,1,1,0.0,3.9,0,0.7,0.0,0
new,21,20,41.4,Like,0,25.5,0,3.59,23.06,1.03,0,15,0,0,0,1,1,0.0,3.0,0,0.0,16.3,0
experienced,185,573,72.0,Follow,1,13.6,5,5.58,13.5,-1.2,15,0,0,0,0,6,4,22.4,29.8,0,17.8,12.7,1
intermediate,86,70,63.6,Subscribe,0,13.0,5,9.82,12.88,-1.14,15,0,0,0,0,2,4,19.9,25.2,0,14.6,17.2,0
new,10,334,34.9,Follow,1,5.3,20,1.25,6.01,-1.66,15,35,15,1,1,15,3,81.0,19.2,0,47.0,68.9,1
intermediate,40,93,39.0,Like,1,10.5,5,17.21,8.93,-1.18,15,0,0,0,0,3,6,32.3,13.9,0,23.3,19.0,1
new,26,29,46.1,Follow,0,40.7,0,16.97,40.73,1.58,0,0,0,0,0,1,2,0.0,1.3,0,0.2,0.0,0
new,15,553,10.4,Like,0,1.0,35,1.63,1.13,-2.17,35,35,35,1,1,4,8,86.1,43.7,0,51.7,102.1,1
veteran,373,735,68.6,Follow,1,12.6,5,3.19,13.77,-1.02,15,15,0,0,1,7,10,42.0,40.9,0,32.3,36.5,1
experienced,213,783,61.2,Comment,0,42.2,5,2.87,44.6,-0.17,0,15,0,0,0,4,6,43.8,37.4,0,29.9,16.0,1
veteran,665,1020,85.8,Follow,0,31.2,5,24.74,34.23,0.92,0,0,0,0,0,1,1,1.3,2.7,0,0.0,4.9,0
experienced,260,329,81.7,Like,0,11.7,5,19.54,11.02,-0.79,0,0,0,0,0,1,6,0.0,32.0,0,13.4,0.0,0
new,2,643,24.2,Like,1,1.6,35,0.85,1.6,-2.11,35,35,35,1,1,6,8,86.2,46.1,70,60.4,105.0,1
new,16,29,59.6,Comment,0,98.0,0,10.26,91.56,1.49,0,0,0,0,0,1,2,4.8,0.7,0,4.9,2.0,0
intermediate,101,166,66.6,Like,0,12.5,5,15.74,11.17,-0.73,0,0,0,0,0,1,4,1.4,8.1,0,0.9,3.3,0
veteran,413,4108,86.8,Comment,0,64.3,5,25.36,60.46,0.2,0,0,0,0,0,1,1,0.0,5.0,0,5.4,0.0,0
veteran,430,3353,91.9,Like,0,16.6,5,20.91,16.8,0.27,0,0,0,0,0,1,2,2.7,0.0,0,0.0,0.0,0
veteran,441,994,92.0,Like,0,13.2,5,14.79,11.82,-1.06,15,0,0,0,0,1,3,1.4,1.3,0,0.0,19.7,0
new,13,187,31.9,Like,1,2.2,35,0.47,2.06,-2.59,35,35,15,1,1,11,7,79.4,43.6,0,50.6,82.9,1
intermediate,131,155,77.1,Like,0,16.7,5,22.22,15.22,-0.49,0,0,0,0,0,1,4,2.4,2.3,0,0.0,0.0,0
new,10,152,27.3,Like,1,3.1,20,0.98,2.9,-2.08,35,35,15,1,1,4,10,92.9,42.1,0,63.0,85.7,1
new,24,148,18.0,Like,0,7.9,20,1.3,8.28,-1.17,15,35,15,1,1,12,1,92.5,10.0,0,51.8,65.9,1
experienced,239,412,67.8,Follow,0,19.8,5,13.68,19.61,-0.58,0,0,0,0,0,1,5,0.0,39.7,0,12.6,0.0,0
new,9,100,11.8,Follow,0,7.3,20,0.1,6.96,-1.7,15,35,15,1,1,10,12,81.0,24.1,70,47.8,59.5,1
veteran,709,3129,92.4,Like,0,16.0,5,12.56,15.79,-0.44,0,0,0,0,0,1,2,0.0,8.6,0,0.0,4.1,0
new,11,597,33.0,Follow,1,7.5,20,1.68,6.67,-2.17,35,35,15,1,1,7,5,72.3,22.5,0,44.2,85.7,1
experienced,320,836,63.4,Follow,0,10.8,20,4.66,9.83,-1.27,15,15,15,1,1,7,9,45.4,16.5,0,33.5,46.6,1
experienced,233,1093,60.9,Like,0,8.4,5,5.04,9.15,-1.25,15,0,0,0,0,7,7,16.1,33.4,0,16.6,15.2,1
intermediate,159,172,76.0,Like,0,23.1,5,18.89,20.32,0.61,0,0,0,0,0,1,4,0.0,7.7,0,1.7,0.0,0
new,11,123,39.6,Subscribe,1,11.4,20,0.96,9.86,-1.54,15,35,0,0,1,11,3,96.3,18.1,0,54.9,59.1,1
intermediate,97,115,23.7,Comment,1,40.5,5,9.82,44.85,-0.17,0,0,0,0,0,2,6,9.0,3.5,0,11.5,0.0,1
new,10,402,8.4,Follow,1,2.5,35,4.0,2.52,-2.22,35,15,35,1,1,9,9,90.7,26.8,0,57.8,81.6,1
new,15,98,23.8,Follow,0,3.5,35,1.68,3.57,-1.93,15,35,35,1,1,10,4,91.8,13.0,0,51.6,88.4,1
new,28,15,41.2,Comment,1,41.7,5,9.06,43.29,-0.84,0,0,0,0,0,1,3,29.6,11.1,0,15.5,0.0,1
new,2,799,7.1,Follow,0,2.0,35,5.37,2.01,-2.11,35,0,35,1,1,14,7,93.2,23.5,0,50.2,69.5,1
new,14,255,9.0,Follow,1,6.0,20,1.09,6.72,-1.61,15,35,15,1,1,5,3,94.4,18.5,0,50.2,64.2,1
veteran,472,2844,93.3,Subscribe,0,18.7,5,23.1,20.1,-0.79,0,0,0,0,0,1,1,2.3,0.0,0,0.0,8.0,0
intermediate,70,108,51.4,Follow,0,13.9,5,3.77,14.84,-1.03,15,15,0,0,1,1,4,27.7,15.6,0,14.3,34.0,1
intermediate,179,65,69.4,Comment,0,58.8,5,11.21,65.69,0.3,0,0,0,0,0,1,4,1.7,5.1,0,2.3,0.0,0
new,4,772,33.0,Like,1,2.8,35,1.11,2.58,-2.03,35,35,15,1,1,13,10,87.7,50.3,0,55.1,76.9,1
veteran,502,4661,98.3,Follow,0,24.6,5,12.75,26.46,0.14,0,0,0,0,0,1,2,0.7,5.6,0,4.0,1.9,0
intermediate,81,196,69.0,Like,0,20.5,5,12.35,18.46,0.72,0,0,0,0,0,1,3,0.0,11.0,0,0.0,2.1,0
intermediate,85,170,63.0,Comment,0,56.5,5,17.59,60.95,0.56,0,0,0,0,0,1,1,0.0,4.0,0,3.0,4.0,0
veteran,586,2434,88.8,Follow,0,26.0,5,16.3,27.88,0.1,0,0,0,0,0,1,2,0.0,0.0,0,0.0,0.0,0
new,7,272,11.2,Comment,0,26.1,5,1.22,29.05,-1.14,15,35,0,0,1,8,3,90.7,8.9,0,46.9,55.0,1
veteran,545,1217,89.2,Like,0,18.1,5,19.14,16.74,0.41,0,0,0,0,0,1,2,0.0,7.2,0,2.7,3.3,0
experienced,207,1157,66.6,Like,0,8.8,5,7.14,10.06,-0.73,0,0,0,0,0,3,4,44.1,35.7,0,34.3,5.2,1
new,6,16,42.9,Comment,0,72.6,5,11.41,61.85,0.34,0,0,0,0,0,1,2,1.6,0.0,0,0.0,3.3,0
intermediate,118,264,62.4,Like,1,14.8,5,19.68,14.36,-0.16,0,0,0,0,0,2,5,33.6,20.5,0,18.6,2.9,1
veteran,532,4782,92.1,Comment,0,71.8,5,15.17,63.87,0.43,0,0,0,0,0,1,1,0.0,7.8,0,1.4,0.0,0
new,13,433,25.4,Like,0,1.1,35,3.21,1.21,-2.66,35,15,35,1,1,12,6,79.2,27.8,0,47.2,89.7,1
veteran,394,1109,70.4,Follow,0,17.2,5,6.32,17.45,-0.77,0,0,0,0,0,6,5,52.1,16.7,0,33.7,2.2,1
new,20,778,10.1,Like,1,2.7,35,0.1,2.53,-2.03,35,35,15,1,1,13,5,93.6,28.5,70,59.1,91.7,1
new,20,13,48.8,Follow,0,18.4,5,4.15,18.28,-0.52,0,15,0,0,0,1,2,4.4,3.5,0,7.8,15.9,0
new,22,268,22.6,Comment,1,15.9,20,0.98,13.97,-1.84,15,35,0,0,1,11,2,91.4,13.0,0,51.7,47.3,1
intermediate,136,145,57.7,Subscribe,0,25.9,5,16.66,23.9,0.07,0,0,0,0,0,1,4,0.0,0.5,0,8.3,7.1,0
new,26,195,31.9,Like,0,6.3,20,4.63,5.98,-1.48,15,15,15,1,1,9,4,87.9,13.6,70,49.8,50.1,1
new,29,92,26.7,Subscribe,0,2.2,35,4.1,2.25,-2.4,35,15,35,1,1,14,3,94.6,7.0,0,51.9,87.6,1
new,5,109,37.0,Like,1,2.3,35,1.27,2.36,-2.11,35,35,15,1,1,12,3,80.4,11.7,0,44.9,82.2,1
new,15,689,9.9,Follow,1,4.0,35,2.1,3.66,-1.84,15,15,35,1,1,8,6,81.5,43.0,70,53.2,64.0,1
veteran,568,1422,85.4,Follow,0,20.5,5,22.69,19.04,-0.81,0,0,0,0,0,1,3,2.0,8.2,0,7.3,0.0,0
intermediate,62,59,68.7,Like,0,17.5,5,23.31,17.26,-0.03,0,0,0,0,0,1,1,0.0,1.6,0,0.0,2.3,0
new,9,305,15.2,Subscribe,0,6.4,20,2.3,7.03,-1.84,15,15,15,1,1,15,3,97.3,22.2,0,55.2,36.0,1
experienced,274,924,60.0,Comment,0,24.5,5,6.3,25.21,-1.45,15,0,0,0,0,5,9,43.7,24.3,0,28.8,13.3,1
intermediate,48,44,63.5,Subscribe,0,15.0,5,6.62,16.69,-0.6,0,0,0,0,0,1,2,17.2,10.0,0,14.3,1.9,0
